"c1","c2","phrase","freq"
"not","vibrate","not vibrate",2
"wouldn't","have","wouldn't have",51
"not","coincidentally","not coincidentally",1
"isn't","kind","isn't kind",1
"isn't","it's","isn't it's",2
"can't","physically","can't physically",1
"not","tutor","not tutor",1
"not","mathematic","not mathematic",1
"doesn't","cost","doesn't cost",1
"didn't","publish","didn't publish",1
"don't","observe","don't observe",1
"hasn't","had","hasn't had",4
"not","cobb-douglas","not cobb-douglas",1
"not","independent","not independent",15
"not","matter","not matter",3
"not","both","not both",2
"not","kings","not kings",2
"hadn't","happened","hadn't happened",2
"isn't","high","isn't high",2
"couldn't","know","couldn't know",1
"isn't","i-","isn't i-",3
"wasn't","supposed","wasn't supposed",1
"couldn't","remember","couldn't remember",5
"won't","fit","won't fit",1
"not","become","not become",1
"not","chain","not chain",1
"not","hallucinogenic","not hallucinogenic",2
"not","known","not known",5
"not","because","not because",28
"doesn't","and","doesn't and",5
"can't","commit","can't commit",1
"not","taken","not taken",2
"don't","describe","don't describe",1
"don't","phages","don't phages",1
"not","considering","not considering",2
"not","ignoring","not ignoring",3
"can't","discuss","can't discuss",1
"wasn't","here","wasn't here",3
"can't","answer","can't answer",5
"didn't","call","didn't call",1
"don't","convert","don't convert",1
"shouldn't","assume","shouldn't assume",1
"doesn't","convey","doesn't convey",1
"don't","cover","don't cover",1
"didn't","print","didn't print",2
"not","comply","not comply",5
"not","sleep","not sleep",1
"don't","hafta","don't hafta",5
"isn't","something","isn't something",4
"weren't","the","weren't the",2
"not","sup-","not sup-",1
"don't","memorize","don't memorize",1
"don't","recommend","don't recommend",1
"isn't","he","isn't he",10
"not","gendered","not gendered",1
"not","no-accident","not no-accident",1
"not","mutually","not mutually",1
"haven't","anything","haven't anything",1
"aren't","natural","aren't natural",1
"doesn't","think","doesn't think",8
"not","assist","not assist",1
"not","specifically","not specifically",2
"don't","elaborate","don't elaborate",1
"isn't","bent","isn't bent",1
"doesn't","exist","doesn't exist",16
"wasn't","expecting","wasn't expecting",2
"not","af-","not af-",1
"not","addressing","not addressing",2
"not","unimportant","not unimportant",1
"didn't","divide","didn't divide",1
"not","incentive","not incentive",1
"not","synonymous","not synonymous",1
"didn't","understand","didn't understand",34
"couldn't","for","couldn't for",1
"not","directly","not directly",11
"not","reach","not reach",1
"aren't","social","aren't social",1
"not","appealing","not appealing",1
"not","spoiled","not spoiled",1
"not","together","not together",1
"don't","grade","don't grade",1
"doesn't","because","doesn't because",1
"couldn't","watch","couldn't watch",1
"wasn't","doing","wasn't doing",1
"not","called","not called",3
"isn't","if","isn't if",1
"not","going","not going",98
"hasn't","","",NA
"","hasn't ","",NA
"","3","",NA
"aren't","very","aren't very",7
"not","brought","not brought",1
"wasn't","quality","wasn't quality",1
"not","korean","not korean",1
"didn't","stand","didn't stand",1
"not","react","not react",1
"won't","fight","won't fight",1
"don't","interrogate","don't interrogate",1
"isn't","in","isn't in",6
"not","found","not found",1
"not","recovered","not recovered",1
"not","shrink","not shrink",1
"won't","believe","won't believe",2
"hasn't","and","hasn't and",1
"isn't","forever","isn't forever",1
"isn't","is","isn't is",1
"not","paid","not paid",2
"won't","create","won't create",1
"isn't","it","isn't it",145
"doesn't","then","doesn't then",3
"didn't","worry","didn't worry",1
"doesn't","melt","doesn't melt",1
"not","recognizing","not recognizing",1
"don't","care","don't care",85
"isn't","isn't","isn't isn't",3
"didn't","look","didn't look",11
"not","historically","not historically",1
"aren't","explaining","aren't explaining",1
"not","strong","not strong",2
"don't","lose","don't lose",3
"not","not","not not",37
"doesn't","they","doesn't they",2
"not","damaged","not damaged",1
"not","pronounced","not pronounced",2
"not","you're","not you're",10
"didn't","occur","didn't occur",5
"not","practical","not practical",3
"not","fast","not fast",1
"not","now","not now",3
"can't","build","can't build",1
"not","self-evident","not self-evident",2
"not","call","not call",1
"don't","retire","don't retire",2
"wouldn't","record","wouldn't record",1
"not","distributing","not distributing",1
"not","eighteen","not eighteen",1
"not","carry","not carry",2
"weren't","they","weren't they",7
"aren't","yet","aren't yet",1
"not","bonded","not bonded",1
"not","english's","not english's",1
"not","capun-","not capun-",1
"aren't","native","aren't native",1
"doesn't","sense","doesn't sense",1
"not","shooting","not shooting",2
"don't","die","don't die",2
"weren't","marked","weren't marked",1
"won't","appear","won't appear",1
"doesn't","stress","doesn't stress",1
"aren't","french","aren't french",1
"don't","operate","don't operate",1
"didn't","blow","didn't blow",1
"won't","fly","won't fly",1
"don't","feel","don't feel",23
"not","ready","not ready",4
"not","marry","not marry",4
"won't","explain","won't explain",1
"don't","acqui-","don't acqui-",1
"don't","am","don't am",1
"doesn't","answer","doesn't answer",2
"can't","pair","can't pair",1
"don't","an","don't an",1
"don't","recognize","don't recognize",1
"not","newton","not newton",1
"can't","call","can't call",1
"couldn't","r-","couldn't r-",1
"doesn't","draw","doesn't draw",1
"don't","as","don't as",1
"not","don't","not don't",1
"weren't","fully","weren't fully",1
"couldn't","those","couldn't those",1
"didn't","smell","didn't smell",1
"not","long","not long",4
"not","marble","not marble",1
"not","mysticism","not mysticism",1
"not","eternal","not eternal",1
"not","quality","not quality",1
"not","age","not age",1
"not","offering","not offering",2
"don't","be","don't be",16
"aren't","necessarily","aren't necessarily",4
"didn't","split","didn't split",1
"not","volition","not volition",1
"couldn't","work","couldn't work",3
"weren't","borrowed","weren't borrowed",1
"not","much","not much",38
"doesn't","focus","doesn't focus",1
"not","played","not played",1
"not","double-count","not double-count",1
"couldn't","s-","couldn't s-",2
"not","fail-","not fail-",1
"not","sure","not sure",176
"not","made","not made",2
"didn't","include","didn't include",6
"don't","by","don't by",1
"haven't","changed","haven't changed",4
"can't","demonstrate","can't demonstrate",1
"not","logically","not logically",1
"not","relevant","not relevant",4
"haven't","undergone","haven't undergone",1
"aren't","there","aren't there",8
"haven't","described","haven't described",1
"won't","cause","won't cause",2
"not","look","not look",3
"doesn't","bother","doesn't bother",5
"not","accepting","not accepting",2
"didn't","discover","didn't discover",2
"won't","give","won't give",4
"wouldn't","affect","wouldn't affect",1
"haven't","done","haven't done",20
"not","voluntarily","not voluntarily",1
"aren't","like","aren't like",2
"doesn't","emerge","doesn't emerge",1
"won't","read","won't read",1
"doesn't","allude","doesn't allude",1
"don't","match","don't match",1
"couldn't","tell","couldn't tell",9
"aren't","accumulating","aren't accumulating",1
"doesn't","degrade","doesn't degrade",1
"don't","shod","don't shod",1
"doesn't","drain","doesn't drain",2
"can't","schedule","can't schedule",3
"doesn't","turn","doesn't turn",2
"don't","exactly","don't exactly",5
"not","fear","not fear",1
"haven't","followed","haven't followed",1
"don't","make","don't make",22
"not","soldiers","not soldiers",1
"don't","watch","don't watch",1
"haven't","played","haven't played",1
"not","compensating","not compensating",1
"needn't","involve","needn't involve",1
"not","deflect","not deflect",1
"can't","look","can't look",2
"don't","love","don't love",4
"weren't","killed","weren't killed",2
"isn't","over","isn't over",1
"ain't","there's","ain't there's",1
"didn't","allow","didn't allow",1
"don't","shop","don't shop",2
"doesn't","deteriorate","doesn't deteriorate",1
"can't","run","can't run",4
"wasn't","even","wasn't even",6
"not","peripheral","not peripheral",1
"not","select","not select",1
"not","disjoint","not disjoint",1
"doesn't","use","doesn't use",4
"don't","seem","don't seem",12
"aren't","these","aren't these",2
"not","treated","not treated",1
"not","rural","not rural",1
"isn't","entirely","isn't entirely",1
"don't","show","don't show",10
"not","questioned","not questioned",1
"not","snotty","not snotty",1
"not","primarily","not primarily",1
"aren't","those","aren't those",1
"not","equally","not equally",2
"hadn't","come","hadn't come",1
"didn't","care","didn't care",2
"doesn't","hit","doesn't hit",1
"don't","calculate","don't calculate",1
"didn't","lose","didn't lose",1
"isn't","my","isn't my",1
"don't","do","don't do",64
"not","caring","not caring",1
"won't","hold","won't hold",1
"not","playful","not playful",1
"doesn't","this","doesn't this",6
"won't","help","won't help",2
"didn't","start","didn't start",4
"doesn't","pick","doesn't pick",1
